reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
08,2020-03-12,A,,4.00,,,,,,,,,,,,,
08,2020-03-12,B,,10.00,,,,,,,,,,,,,
08,2020-03-12,C,,2.00,,,,,,,,,,,,,
08,2020-03-12,D,,,,,,,,,,,,,,,
08,2020-03-12,E,,,,,,,,,,,,,,,
11,2020-03-12,0,318.00,7975.00,88.00,163.00,155.00,4279.00,3694.00,54.00,34.00,84.00,2075.00,38.00,46.00,947.00,1121.00
11,2020-03-12,A,2.00,1999.00,,,,,,,,11.00,656.00,,,,
11,2020-03-12,B,174.00,3363.00,20.00,,,,,,,46.00,884.00,,,,
11,2020-03-12,C,86.00,1492.00,30.00,,,,,,,16.00,319.00,,,,
11,2020-03-12,D,24.00,471.00,14.00,,,,,,,7.00,79.00,,,,
11,2020-03-12,E,32.00,649.00,24.00,,,,,,,2.00,113.00,,,,
24,2020-03-12,0,19.00,1588.00,1.00,9.00,10.00,821.00,767.00,1.00,,1.00,450.00,,1.00,192.00,258.00
24,2020-03-12,A,8.00,408.00,,,,,,,,,119.00,,,,
24,2020-03-12,B,10.00,559.00,1.00,,,,,,,1.00,268.00,,,,
24,2020-03-12,C,1.00,269.00,,,,,,,,,42.00,,,,
24,2020-03-12,D,,124.00,,,,,,,,,6.00,,,,
24,2020-03-12,E,,228.00,,,,,,,,,14.00,,,,
27,2020-03-12,0,90.00,1878.00,34.00,41.00,49.00,963.00,915.00,19.00,15.00,9.00,331.00,5.00,4.00,155.00,175.00
27,2020-03-12,A,1.00,319.00,1.00,,,,,,,1.00,84.00,,,,
27,2020-03-12,B,37.00,712.00,4.00,,,,,,,5.00,166.00,,,,
27,2020-03-12,C,22.00,378.00,8.00,,,,,,,1.00,43.00,,,,
27,2020-03-12,D,14.00,170.00,7.00,,,,,,,,10.00,,,,
27,2020-03-12,E,16.00,299.00,14.00,,,,,,,2.00,27.00,,,,
28,2020-03-12,0,32.00,2222.00,2.00,21.00,11.00,1136.00,1086.00,2.00,,1.00,607.00,,1.00,275.00,332.00
28,2020-03-12,A,7.00,561.00,,,,,,,,,169.00,,,,
28,2020-03-12,B,17.00,813.00,,,,,,,,1.00,295.00,,,,
28,2020-03-12,C,5.00,384.00,,,,,,,,,107.00,,,,
28,2020-03-12,D,1.00,173.00,,,,,,,,,10.00,,,,
28,2020-03-12,E,2.00,291.00,2.00,,,,,,,,26.00,,,,
32,2020-03-12,0,47.00,3309.00,10.00,22.00,25.00,1695.00,1614.00,3.00,7.00,7.00,1465.00,3.00,4.00,631.00,834.00
32,2020-03-12,A,2.00,946.00,,,,,,,,2.00,496.00,,,,
32,2020-03-12,B,29.00,1150.00,2.00,,,,,,,1.00,696.00,,,,
32,2020-03-12,C,9.00,564.00,2.00,,,,,,,4.00,188.00,,,,
32,2020-03-12,D,1.00,247.00,1.00,,,,,,,,39.00,,,,
32,2020-03-12,E,6.00,402.00,5.00,,,,,,,,37.00,,,,
44,2020-03-12,0,75.00,3219.00,29.00,31.00,44.00,1608.00,1611.00,14.00,15.00,41.00,750.00,19.00,22.00,336.00,414.00
44,2020-03-12,A,7.00,759.00,,,,,,,,8.00,229.00,,,,
44,2020-03-12,B,26.00,1106.00,3.00,,,,,,,20.00,335.00,,,,
44,2020-03-12,C,17.00,587.00,6.00,,,,,,,10.00,99.00,,,,
44,2020-03-12,D,8.00,295.00,6.00,,,,,,,1.00,27.00,,,,
44,2020-03-12,E,17.00,472.00,14.00,,,,,,,2.00,55.00,,,,
52,2020-03-12,0,73.00,1736.00,8.00,32.00,41.00,909.00,827.00,3.00,5.00,9.00,570.00,4.00,5.00,262.00,308.00
52,2020-03-12,A,5.00,450.00,,,,,,,,1.00,165.00,,,,
52,2020-03-12,B,45.00,606.00,1.00,,,,,,,6.00,245.00,,,,
52,2020-03-12,C,11.00,300.00,,,,,,,,2.00,86.00,,,,
52,2020-03-12,D,5.00,137.00,3.00,,,,,,,,25.00,,,,
52,2020-03-12,E,6.00,242.00,4.00,,,,,,,,48.00,,,,
53,2020-03-12,0,74.00,1908.00,3.00,38.00,36.00,993.00,915.00,2.00,1.00,,417.00,,,181.00,236.00
53,2020-03-12,A,11.00,465.00,,,,,,,,,127.00,,,,
53,2020-03-12,B,31.00,612.00,1.00,,,,,,,,181.00,,,,
53,2020-03-12,C,18.00,365.00,1.00,,,,,,,,54.00,,,,
53,2020-03-12,D,10.00,147.00,1.00,,,,,,,,20.00,,,,
53,2020-03-12,E,4.00,319.00,,,,,,,,,34.00,,,,
75,2020-03-12,0,62.00,3624.00,12.00,32.00,30.00,1950.00,1674.00,8.00,4.00,28.00,1448.00,15.00,13.00,618.00,830.00
75,2020-03-12,A,10.00,716.00,,,,,,,,3.00,386.00,,,,
75,2020-03-12,B,31.00,1304.00,3.00,,,,,,,20.00,664.00,,,,
75,2020-03-12,C,14.00,707.00,4.00,,,,,,,4.00,211.00,,,,
75,2020-03-12,D,2.00,315.00,1.00,,,,,,,,66.00,,,,
75,2020-03-12,E,5.00,582.00,4.00,,,,,,,1.00,121.00,,,,
76,2020-03-12,0,49.00,3841.00,10.00,12.00,37.00,1989.00,1852.00,3.00,7.00,,449.00,,,213.00,236.00
76,2020-03-12,A,12.00,857.00,3.00,,,,,,,,140.00,,,,
76,2020-03-12,B,22.00,1396.00,1.00,,,,,,,,189.00,,,,
76,2020-03-12,C,12.00,720.00,4.00,,,,,,,,70.00,,,,
76,2020-03-12,D,1.00,332.00,,,,,,,,,18.00,,,,
76,2020-03-12,E,2.00,536.00,2.00,,,,,,,,32.00,,,,
84,2020-03-12,0,55.00,4917.00,28.00,25.00,30.00,2529.00,2388.00,13.00,15.00,33.00,1048.00,15.00,18.00,462.00,582.00
84,2020-03-12,A,,1100.00,,,,,,,,4.00,242.00,,,,
84,2020-03-12,B,21.00,1958.00,7.00,,,,,,,18.00,512.00,,,,
84,2020-03-12,C,15.00,899.00,6.00,,,,,,,8.00,154.00,,,,
84,2020-03-12,D,9.00,385.00,7.00,,,,,,,1.00,41.00,,,,
84,2020-03-12,E,10.00,575.00,8.00,,,,,,,2.00,98.00,,,,
93,2020-03-12,0,55.00,3665.00,20.00,24.00,31.00,1952.00,1713.00,9.00,11.00,7.00,935.00,2.00,5.00,386.00,549.00
93,2020-03-12,A,5.00,917.00,1.00,,,,,,,1.00,329.00,,,,
93,2020-03-12,B,20.00,1265.00,6.00,,,,,,,2.00,361.00,,,,
93,2020-03-12,C,15.00,618.00,4.00,,,,,,,3.00,132.00,,,,
93,2020-03-12,D,6.00,295.00,4.00,,,,,,,,29.00,,,,
93,2020-03-12,E,9.00,570.00,5.00,,,,,,,1.00,72.00,,,,
94,2020-03-12,0,26.00,188.00,26.00,15.00,11.00,104.00,84.00,15.00,11.00,,15.00,,,5.00,10.00
94,2020-03-12,A,4.00,20.00,4.00,,,,,,,,2.00,,,,
94,2020-03-12,B,15.00,76.00,15.00,,,,,,,,7.00,,,,
94,2020-03-12,C,4.00,45.00,4.00,,,,,,,,3.00,,,,
94,2020-03-12,D,1.00,18.00,1.00,,,,,,,,1.00,,,,
94,2020-03-12,E,2.00,29.00,2.00,,,,,,,,2.00,,,,
01,2020-03-13,0,,236.00,,,,118.00,118.00,,,,,,,,
01,2020-03-13,A,,63.00,,,,,,,,,,,,,
01,2020-03-13,B,,79.00,,,,,,,,,,,,,
01,2020-03-13,C,,45.00,,,,,,,,,,,,,
01,2020-03-13,D,,22.00,,,,,,,,,,,,,
01,2020-03-13,E,,27.00,,,,,,,,,,,,,
02,2020-03-13,0,,,,,,,,,,,146.00,,,51.00,95.00
02,2020-03-13,A,,,,,,,,,,,40.00,,,,
02,2020-03-13,B,,,,,,,,,,,51.00,,,,
02,2020-03-13,C,,,,,,,,,,,25.00,,,,
02,2020-03-13,D,,,,,,,,,,,18.00,,,,
02,2020-03-13,E,,,,,,,,,,,12.00,,,,
03,2020-03-13,0,,240.00,,,,105.00,135.00,,,,,,,,
03,2020-03-13,A,,82.00,,,,,,,,,,,,,
03,2020-03-13,B,,96.00,,,,,,,,,,,,,
03,2020-03-13,C,,50.00,,,,,,,,,,,,,
03,2020-03-13,D,,6.00,,,,,,,,,,,,,
03,2020-03-13,E,,6.00,,,,,,,,,,,,,
04,2020-03-13,0,1.00,475.00,,,1.00,271.00,204.00,,,,,,,,
04,2020-03-13,A,,109.00,,,,,,,,,,,,,
04,2020-03-13,B,1.00,188.00,,,,,,,,,,,,,
04,2020-03-13,C,,93.00,,,,,,,,,,,,,
04,2020-03-13,D,,35.00,,,,,,,,,,,,,
04,2020-03-13,E,,50.00,,,,,,,,,,,,,
06,2020-03-13,0,,147.00,,,,82.00,65.00,,,,,,,,
06,2020-03-13,A,,64.00,,,,,,,,,,,,,
06,2020-03-13,B,,59.00,,,,,,,,,,,,,
06,2020-03-13,C,,18.00,,,,,,,,,,,,,
06,2020-03-13,D,,3.00,,,,,,,,,,,,,
06,2020-03-13,E,,3.00,,,,,,,,,,,,,
07,2020-03-13,0,,28.00,,,,13.00,15.00,,,,,,,,
07,2020-03-13,A,,1.00,,,,,,,,,,,,,
07,2020-03-13,B,,13.00,,,,,,,,,,,,,
07,2020-03-13,C,,9.00,,,,,,,,,,,,,
07,2020-03-13,D,,2.00,,,,,,,,,,,,,
07,2020-03-13,E,,3.00,,,,,,,,,,,,,
08,2020-03-13,0,2.00,41.00,,,2.00,22.00,19.00,,,,,,,,
08,2020-03-13,A,1.00,3.00,,,,,,,,,,,,,
08,2020-03-13,B,1.00,18.00,,,,,,,,,,,,,
08,2020-03-13,C,,17.00,,,,,,,,,,,,,
08,2020-03-13,D,,1.00,,,,,,,,,,,,,
08,2020-03-13,E,,2.00,,,,,,,,,,,,,
11,2020-03-13,0,411.00,7168.00,101.00,198.00,213.00,3891.00,3275.00,56.00,45.00,91.00,1700.00,41.00,50.00,759.00,937.00
11,2020-03-13,A,3.00,1580.00,1.00,,,,,,,15.00,495.00,,,,
11,2020-03-13,B,243.00,3167.00,29.00,,,,,,,46.00,732.00,,,,
11,2020-03-13,C,102.00,1408.00,26.00,,,,,,,21.00,272.00,,,,
11,2020-03-13,D,26.00,393.00,14.00,,,,,,,6.00,76.00,,,,
11,2020-03-13,E,37.00,620.00,31.00,,,,,,,3.00,97.00,,,,
24,2020-03-13,0,13.00,1336.00,1.00,4.00,9.00,698.00,638.00,,1.00,,422.00,,,175.00,247.00
24,2020-03-13,A,2.00,274.00,,,,,,,,,117.00,,,,
24,2020-03-13,B,8.00,443.00,,,,,,,,,223.00,,,,
24,2020-03-13,C,1.00,262.00,,,,,,,,,51.00,,,,
24,2020-03-13,D,1.00,112.00,,,,,,,,,13.00,,,,
24,2020-03-13,E,1.00,245.00,1.00,,,,,,,,18.00,,,,
27,2020-03-13,0,96.00,1699.00,44.00,51.00,45.00,897.00,801.00,26.00,18.00,10.00,319.00,5.00,5.00,132.00,186.00
27,2020-03-13,A,2.00,275.00,,,,,,,,1.00,82.00,,,,
27,2020-03-13,B,32.00,580.00,7.00,,,,,,,6.00,146.00,,,,
27,2020-03-13,C,32.00,371.00,15.00,,,,,,,1.00,51.00,,,,
27,2020-03-13,D,11.00,183.00,7.00,,,,,,,2.00,15.00,,,,
27,2020-03-13,E,19.00,290.00,15.00,,,,,,,,25.00,,,,
28,2020-03-13,0,28.00,1937.00,9.00,14.00,14.00,1031.00,905.00,7.00,2.00,12.00,635.00,5.00,7.00,292.00,343.00
28,2020-03-13,A,,484.00,,,,,,,,2.00,176.00,,,,
28,2020-03-13,B,20.00,692.00,4.00,,,,,,,7.00,297.00,,,,
28,2020-03-13,C,3.00,340.00,,,,,,,,3.00,100.00,,,,
28,2020-03-13,D,1.00,159.00,1.00,,,,,,,,20.00,,,,
28,2020-03-13,E,4.00,262.00,4.00,,,,,,,,42.00,,,,
32,2020-03-13,0,75.00,2898.00,20.00,39.00,36.00,1519.00,1379.00,10.00,10.00,18.00,1360.00,10.00,8.00,612.00,748.00
32,2020-03-13,A,7.00,736.00,2.00,,,,,,,2.00,403.00,,,,
32,2020-03-13,B,35.00,1059.00,3.00,,,,,,,10.00,662.00,,,,
32,2020-03-13,C,14.00,533.00,2.00,,,,,,,3.00,194.00,,,,
32,2020-03-13,D,11.00,212.00,6.00,,,,,,,1.00,45.00,,,,
32,2020-03-13,E,8.00,357.00,7.00,,,,,,,2.00,55.00,,,,
44,2020-03-13,0,112.00,2945.00,57.00,44.00,68.00,1540.00,1405.00,28.00,29.00,25.00,767.00,6.00,19.00,329.00,437.00
44,2020-03-13,A,10.00,581.00,,,,,,,,4.00,196.00,,,,
44,2020-03-13,B,33.00,985.00,6.00,,,,,,,11.00,329.00,,,,
44,2020-03-13,C,28.00,580.00,17.00,,,,,,,7.00,122.00,,,,
44,2020-03-13,D,20.00,292.00,16.00,,,,,,,1.00,43.00,,,,
44,2020-03-13,E,21.00,507.00,18.00,,,,,,,2.00,77.00,,,,
52,2020-03-13,0,47.00,1526.00,9.00,20.00,27.00,777.00,748.00,4.00,5.00,4.00,520.00,,4.00,230.00,289.00
52,2020-03-13,A,3.00,308.00,,,,,,,,1.00,162.00,,,,
52,2020-03-13,B,30.00,542.00,3.00,,,,,,,3.00,196.00,,,,
52,2020-03-13,C,7.00,305.00,,,,,,,,,71.00,,,,
52,2020-03-13,D,2.00,143.00,1.00,,,,,,,,31.00,,,,
52,2020-03-13,E,5.00,228.00,5.00,,,,,,,,59.00,,,,
53,2020-03-13,0,70.00,1742.00,1.00,28.00,42.00,899.00,843.00,1.00,,3.00,420.00,2.00,1.00,190.00,230.00
53,2020-03-13,A,21.00,399.00,,,,,,,,2.00,105.00,,,,
53,2020-03-13,B,25.00,577.00,,,,,,,,1.00,175.00,,,,
53,2020-03-13,C,19.00,324.00,,,,,,,,,68.00,,,,
53,2020-03-13,D,3.00,160.00,,,,,,,,,18.00,,,,
53,2020-03-13,E,2.00,282.00,1.00,,,,,,,,53.00,,,,
75,2020-03-13,0,76.00,3446.00,6.00,35.00,41.00,1815.00,1631.00,5.00,1.00,42.00,1502.00,16.00,26.00,632.00,870.00
75,2020-03-13,A,11.00,636.00,,,,,,,,7.00,357.00,,,,
75,2020-03-13,B,32.00,1177.00,,,,,,,,22.00,705.00,,,,
75,2020-03-13,C,23.00,653.00,2.00,,,,,,,10.00,256.00,,,,
75,2020-03-13,D,6.00,326.00,3.00,,,,,,,1.00,65.00,,,,
75,2020-03-13,E,4.00,654.00,1.00,,,,,,,2.00,118.00,,,,
76,2020-03-13,0,89.00,3371.00,38.00,42.00,47.00,1796.00,1575.00,20.00,18.00,8.00,427.00,4.00,4.00,180.00,247.00
76,2020-03-13,A,14.00,686.00,4.00,,,,,,,1.00,138.00,,,,
76,2020-03-13,B,38.00,1179.00,5.00,,,,,,,4.00,174.00,,,,
76,2020-03-13,C,16.00,672.00,10.00,,,,,,,1.00,66.00,,,,
76,2020-03-13,D,10.00,302.00,8.00,,,,,,,2.00,22.00,,,,
76,2020-03-13,E,11.00,532.00,11.00,,,,,,,,27.00,,,,
84,2020-03-13,0,87.00,4474.00,37.00,39.00,48.00,2385.00,2089.00,23.00,14.00,51.00,1114.00,22.00,29.00,467.00,635.00
84,2020-03-13,A,2.00,952.00,,,,,,,,8.00,257.00,,,,
84,2020-03-13,B,41.00,1712.00,6.00,,,,,,,30.00,536.00,,,,
84,2020-03-13,C,20.00,851.00,10.00,,,,,,,9.00,167.00,,,,
84,2020-03-13,D,10.00,357.00,8.00,,,,,,,4.00,54.00,,,,
84,2020-03-13,E,14.00,602.00,13.00,,,,,,,,96.00,,,,
93,2020-03-13,0,100.00,3500.00,57.00,52.00,48.00,1818.00,1682.00,33.00,24.00,17.00,833.00,10.00,7.00,353.00,477.00
93,2020-03-13,A,6.00,779.00,5.00,,,,,,,4.00,252.00,,,,
93,2020-03-13,B,41.00,1200.00,21.00,,,,,,,8.00,316.00,,,,
93,2020-03-13,C,25.00,681.00,7.00,,,,,,,3.00,142.00,,,,
93,2020-03-13,D,13.00,299.00,12.00,,,,,,,,47.00,,,,
93,2020-03-13,E,15.00,541.00,12.00,,,,,,,,71.00,,,,
94,2020-03-13,0,39.00,191.00,38.00,19.00,20.00,110.00,81.00,19.00,19.00,2.00,97.00,1.00,1.00,22.00,60.00
94,2020-03-13,A,6.00,32.00,6.00,,,,,,,,18.00,,,,
94,2020-03-13,B,18.00,70.00,18.00,,,,,,,,46.00,,,,
94,2020-03-13,C,11.00,45.00,10.00,,,,,,,,24.00,,,,
94,2020-03-13,D,4.00,26.00,4.00,,,,,,,1.00,4.00,,,,
94,2020-03-13,E,,18.00,,,,,,,,1.00,5.00,,,,
01,2020-03-14,0,,232.00,,,,112.00,120.00,,,,,,,,
01,2020-03-14,A,,75.00,,,,,,,,,,,,,
01,2020-03-14,B,,76.00,,,,,,,,,,,,,
01,2020-03-14,C,,37.00,,,,,,,,,,,,,
01,2020-03-14,D,,18.00,,,,,,,,,,,,,
01,2020-03-14,E,,26.00,,,,,,,,,,,,,
02,2020-03-14,0,,,,,,,,,,,123.00,,,60.00,63.00
02,2020-03-14,A,,,,,,,,,,,42.00,,,,
02,2020-03-14,B,,,,,,,,,,,32.00,,,,
02,2020-03-14,C,,,,,,,,,,,18.00,,,,
02,2020-03-14,D,,,,,,,,,,,7.00,,,,
02,2020-03-14,E,,,,,,,,,,,24.00,,,,
03,2020-03-14,0,,232.00,,,,118.00,114.00,,,,,,,,
03,2020-03-14,A,,81.00,,,,,,,,,,,,,
03,2020-03-14,B,,97.00,,,,,,,,,,,,,
03,2020-03-14,C,,45.00,,,,,,,,,,,,,
03,2020-03-14,D,,5.00,,,,,,,,,,,,,
03,2020-03-14,E,,4.00,,,,,,,,,,,,,
04,2020-03-14,0,,504.00,,,,285.00,219.00,,,,,,,,
04,2020-03-14,A,,133.00,,,,,,,,,,,,,
04,2020-03-14,B,,177.00,,,,,,,,,,,,,
04,2020-03-14,C,,110.00,,,,,,,,,,,,,
04,2020-03-14,D,,41.00,,,,,,,,,,,,,
04,2020-03-14,E,,43.00,,,,,,,,,,,,,
06,2020-03-14,0,,129.00,,,,70.00,59.00,,,,,,,,
06,2020-03-14,A,,47.00,,,,,,,,,,,,,
06,2020-03-14,B,,54.00,,,,,,,,,,,,,
06,2020-03-14,C,,18.00,,,,,,,,,,,,,
06,2020-03-14,D,,7.00,,,,,,,,,,,,,
06,2020-03-14,E,,3.00,,,,,,,,,,,,,
07,2020-03-14,0,,21.00,,,,15.00,6.00,,,,,,,,
07,2020-03-14,A,,2.00,,,,,,,,,,,,,
07,2020-03-14,B,,11.00,,,,,,,,,,,,,
07,2020-03-14,C,,6.00,,,,,,,,,,,,,
07,2020-03-14,D,,1.00,,,,,,,,,,,,,
07,2020-03-14,E,,1.00,,,,,,,,,,,,,
08,2020-03-14,0,,37.00,,,,15.00,22.00,,,,,,,,
08,2020-03-14,A,,10.00,,,,,,,,,,,,,
08,2020-03-14,B,,17.00,,,,,,,,,,,,,
08,2020-03-14,C,,8.00,,,,,,,,,,,,,
08,2020-03-14,D,,1.00,,,,,,,,,,,,,
08,2020-03-14,E,,1.00,,,,,,,,,,,,,
11,2020-03-14,0,382.00,6630.00,87.00,205.00,177.00,3678.00,2951.00,54.00,33.00,109.00,2247.00,50.00,59.00,958.00,1284.00
11,2020-03-14,A,2.00,1388.00,1.00,,,,,,,9.00,752.00,,,,
11,2020-03-14,B,183.00,2965.00,17.00,,,,,,,63.00,851.00,,,,
11,2020-03-14,C,127.00,1290.00,31.00,,,,,,,28.00,385.00,,,,
11,2020-03-14,D,39.00,429.00,18.00,,,,,,,4.00,95.00,,,,
11,2020-03-14,E,31.00,558.00,20.00,,,,,,,2.00,135.00,,,,
24,2020-03-14,0,18.00,1316.00,2.00,8.00,10.00,704.00,612.00,1.00,1.00,1.00,559.00,1.00,,243.00,316.00
24,2020-03-14,A,2.00,275.00,,,,,,,,,162.00,,,,
24,2020-03-14,B,11.00,481.00,1.00,,,,,,,1.00,271.00,,,,
24,2020-03-14,C,2.00,249.00,,,,,,,,,78.00,,,,
24,2020-03-14,D,,114.00,,,,,,,,,24.00,,,,
24,2020-03-14,E,3.00,197.00,1.00,,,,,,,,22.00,,,,
27,2020-03-14,0,82.00,1682.00,29.00,42.00,40.00,883.00,799.00,18.00,11.00,28.00,421.00,14.00,14.00,200.00,221.00
27,2020-03-14,A,6.00,308.00,,,,,,,,4.00,130.00,,,,
27,2020-03-14,B,34.00,594.00,7.00,,,,,,,14.00,157.00,,,,
27,2020-03-14,C,23.00,365.00,7.00,,,,,,,8.00,78.00,,,,
27,2020-03-14,D,7.00,157.00,4.00,,,,,,,1.00,27.00,,,,
27,2020-03-14,E,12.00,258.00,11.00,,,,,,,1.00,27.00,,,,
28,2020-03-14,0,29.00,1844.00,4.00,11.00,18.00,927.00,916.00,2.00,2.00,19.00,833.00,7.00,12.00,364.00,469.00
28,2020-03-14,A,1.00,418.00,,,,,,,,2.00,294.00,,,,
28,2020-03-14,B,15.00,662.00,,,,,,,,13.00,350.00,,,,
28,2020-03-14,C,11.00,376.00,2.00,,,,,,,2.00,106.00,,,,
28,2020-03-14,D,,146.00,,,,,,,,,25.00,,,,
28,2020-03-14,E,2.00,242.00,2.00,,,,,,,2.00,58.00,,,,
32,2020-03-14,0,73.00,2635.00,20.00,30.00,43.00,1380.00,1255.00,10.00,10.00,11.00,1643.00,5.00,6.00,725.00,917.00
32,2020-03-14,A,2.00,606.00,,,,,,,,2.00,546.00,,,,
32,2020-03-14,B,33.00,1035.00,2.00,,,,,,,2.00,758.00,,,,
32,2020-03-14,C,17.00,484.00,5.00,,,,,,,6.00,204.00,,,,
32,2020-03-14,D,13.00,192.00,7.00,,,,,,,,52.00,,,,
32,2020-03-14,E,8.00,318.00,6.00,,,,,,,1.00,79.00,,,,
44,2020-03-14,0,118.00,3015.00,63.00,49.00,69.00,1542.00,1473.00,32.00,31.00,61.00,1181.00,22.00,39.00,511.00,669.00
44,2020-03-14,A,7.00,655.00,2.00,,,,,,,7.00,350.00,,,,
44,2020-03-14,B,31.00,1033.00,3.00,,,,,,,27.00,489.00,,,,
44,2020-03-14,C,30.00,552.00,14.00,,,,,,,17.00,172.00,,,,
44,2020-03-14,D,21.00,306.00,21.00,,,,,,,3.00,55.00,,,,
44,2020-03-14,E,29.00,469.00,23.00,,,,,,,7.00,111.00,,,,
52,2020-03-14,0,50.00,1488.00,6.00,19.00,31.00,809.00,677.00,3.00,3.00,18.00,665.00,8.00,10.00,312.00,352.00
52,2020-03-14,A,,309.00,,,,,,,,4.00,196.00,,,,
52,2020-03-14,B,30.00,563.00,1.00,,,,,,,7.00,242.00,,,,
52,2020-03-14,C,13.00,281.00,,,,,,,,5.00,109.00,,,,
52,2020-03-14,D,2.00,103.00,1.00,,,,,,,2.00,38.00,,,,
52,2020-03-14,E,5.00,232.00,4.00,,,,,,,,79.00,,,,
53,2020-03-14,0,66.00,1664.00,7.00,35.00,31.00,909.00,755.00,4.00,3.00,3.00,658.00,,3.00,286.00,372.00
53,2020-03-14,A,23.00,366.00,1.00,,,,,,,,211.00,,,,
53,2020-03-14,B,24.00,546.00,2.00,,,,,,,2.00,243.00,,,,
53,2020-03-14,C,12.00,362.00,,,,,,,,1.00,92.00,,,,
53,2020-03-14,D,6.00,164.00,3.00,,,,,,,,39.00,,,,
53,2020-03-14,E,1.00,226.00,1.00,,,,,,,,72.00,,,,
75,2020-03-14,0,50.00,3100.00,13.00,20.00,30.00,1676.00,1424.00,5.00,8.00,89.00,1895.00,39.00,50.00,825.00,1070.00
75,2020-03-14,A,3.00,535.00,,,,,,,,13.00,540.00,,,,
75,2020-03-14,B,24.00,1098.00,3.00,,,,,,,61.00,850.00,,,,
75,2020-03-14,C,20.00,619.00,8.00,,,,,,,11.00,255.00,,,,
75,2020-03-14,D,1.00,292.00,1.00,,,,,,,2.00,82.00,,,,
75,2020-03-14,E,2.00,556.00,1.00,,,,,,,1.00,167.00,,,,
76,2020-03-14,0,118.00,3285.00,45.00,58.00,60.00,1723.00,1562.00,22.00,23.00,35.00,727.00,13.00,22.00,305.00,422.00
76,2020-03-14,A,16.00,722.00,2.00,,,,,,,14.00,277.00,,,,
76,2020-03-14,B,52.00,1227.00,10.00,,,,,,,15.00,267.00,,,,
76,2020-03-14,C,21.00,621.00,7.00,,,,,,,3.00,101.00,,,,
76,2020-03-14,D,7.00,276.00,6.00,,,,,,,1.00,35.00,,,,
76,2020-03-14,E,22.00,439.00,20.00,,,,,,,2.00,47.00,,,,
84,2020-03-14,0,85.00,4296.00,40.00,44.00,41.00,2322.00,1974.00,21.00,19.00,75.00,1244.00,34.00,40.00,555.00,671.00
84,2020-03-14,A,3.00,870.00,1.00,,,,,,,13.00,340.00,,,,
84,2020-03-14,B,34.00,1710.00,6.00,,,,,,,42.00,538.00,,,,
84,2020-03-14,C,23.00,848.00,10.00,,,,,,,14.00,162.00,,,,
84,2020-03-14,D,7.00,354.00,5.00,,,,,,,4.00,59.00,,,,
84,2020-03-14,E,18.00,514.00,18.00,,,,,,,2.00,144.00,,,,
93,2020-03-14,0,85.00,3445.00,41.00,31.00,54.00,1800.00,1645.00,18.00,23.00,26.00,1294.00,7.00,19.00,549.00,740.00
93,2020-03-14,A,13.00,823.00,10.00,,,,,,,2.00,450.00,,,,
93,2020-03-14,B,32.00,1217.00,13.00,,,,,,,13.00,418.00,,,,
93,2020-03-14,C,23.00,688.00,6.00,,,,,,,8.00,206.00,,,,
93,2020-03-14,D,10.00,262.00,5.00,,,,,,,3.00,80.00,,,,
93,2020-03-14,E,7.00,455.00,7.00,,,,,,,,130.00,,,,
94,2020-03-14,0,20.00,179.00,20.00,11.00,9.00,110.00,69.00,11.00,9.00,11.00,104.00,3.00,8.00,27.00,61.00
94,2020-03-14,A,4.00,29.00,4.00,,,,,,,2.00,27.00,,,,
94,2020-03-14,B,10.00,70.00,10.00,,,,,,,5.00,39.00,,,,
94,2020-03-14,C,5.00,40.00,5.00,,,,,,,3.00,22.00,,,,
94,2020-03-14,D,,16.00,,,,,,,,,12.00,,,,
94,2020-03-14,E,1.00,24.00,1.00,,,,,,,,3.00,,,,
01,2020-03-15,0,,180.00,,,,88.00,92.00,,,,,,,,
01,2020-03-15,A,,72.00,,,,,,,,,,,,,
01,2020-03-15,B,,58.00,,,,,,,,,,,,,
01,2020-03-15,C,,31.00,,,,,,,,,,,,,
01,2020-03-15,D,,9.00,,,,,,,,,,,,,
01,2020-03-15,E,,10.00,,,,,,,,,,,,,
02,2020-03-15,0,,,,,,,,,,,100.00,,,38.00,62.00
02,2020-03-15,A,,,,,,,,,,,26.00,,,,
02,2020-03-15,B,,,,,,,,,,,27.00,,,,
02,2020-03-15,C,,,,,,,,,,,22.00,,,,
02,2020-03-15,D,,,,,,,,,,,13.00,,,,
02,2020-03-15,E,,,,,,,,,,,12.00,,,,
03,2020-03-15,0,,224.00,,,,118.00,106.00,,,,,,,,
03,2020-03-15,A,,71.00,,,,,,,,,,,,,
03,2020-03-15,B,,100.00,,,,,,,,,,,,,
03,2020-03-15,C,,33.00,,,,,,,,,,,,,
03,2020-03-15,D,,9.00,,,,,,,,,,,,,
03,2020-03-15,E,,11.00,,,,,,,,,,,,,
04,2020-03-15,0,,444.00,,,,245.00,199.00,,,,,,,,
04,2020-03-15,A,,122.00,,,,,,,,,,,,,
04,2020-03-15,B,,162.00,,,,,,,,,,,,,
04,2020-03-15,C,,82.00,,,,,,,,,,,,,
